1M,3M,6M,1Y,2Y,3Y,5Y,7Y,10Y,20Y,30Y
0.05,0.09,0.15,0.18,0.27,0.37,0.69,1.05,1.6,2.3,2.71
0.06,0.09,0.14,0.21,0.3,0.41,0.75,1.18,1.75,2.42,2.8
3.67,3.96,4.16,4.11,4.02,4.07,4.24,4.37,4.55,4.85,4.79
4.8,4.91,5.03,4.89,4.6,4.54,4.51,4.55,4.63,4.88,4.81
4.84,5.05,5.09,4.98,4.76,4.69,4.66,4.66,4.67,4.85,4.77
0.06,0.1,0.14,0.17,0.23,0.31,0.62,1.04,1.65,2.42,2.82
0.27,0.27,0.45,0.57,0.76,0.87,1.16,1.42,1.57,1.92,2.29
1.77,1.87,2.05,2.27,2.56,2.84,3.27,3.57,3.99,4.64,4.61
0.1,0.18,0.39,0.6,0.79,0.91,1.18,1.46,1.63,2.02,2.34
1.29,1.68,2.12,2.35,2.65,2.92,3.36,3.62,3.99,4.58,4.53
0.31,0.84,1.36,1.57,1.59,1.83,2.67,3.12,3.79,4.43,4.12
1.87,1.82,2.1,2.35,2.6,2.87,3.31,3.6,3.99,4.57,4.51
0.37,0.63,1.2,1.33,1.59,1.71,2.36,2.78,3.34,4.15,4.17
4.72,4.85,4.94,4.87,4.73,4.65,4.61,4.63,4.69,4.93,4.86
5.17,5.06,5.13,4.96,4.61,4.54,4.5,4.51,4.58,4.81,4.72
1.53,1.63,1.76,1.96,2.38,2.62,3.15,3.51,3.93,4.64,4.64
1.53,1.66,1.92,2.17,2.43,2.72,3.16,3.48,3.92,4.58,4.56
0.06,0.09,0.15,0.18,0.3,0.38,0.73,1.16,1.75,2.5,2.89
0.24,0.27,0.38,0.48,0.64,0.76,1.08,1.35,1.57,1.96,2.42
0.05,0.07,0.15,0.19,0.33,0.51,1.04,1.61,2.23,3.0,3.35
0.19,0.23,0.37,0.56,0.82,0.98,1.35,1.65,1.88,2.29,2.69
5.18,5.04,5.13,4.95,4.58,4.51,4.47,4.49,4.55,4.79,4.7
1.59,1.71,1.92,2.12,2.3,2.49,2.96,3.26,3.66,4.3,4.26
0.39,0.51,0.62,0.84,1.12,1.4,1.83,2.2,2.4,2.81,3.1
3.07,3.07,3.01,2.81,2.44,2.46,2.9,3.22,3.66,4.27,4.25
3.93,3.96,4.2,4.09,3.87,3.89,4.0,4.13,4.34,4.68,4.65
0.07,0.08,0.15,0.19,0.28,0.39,0.68,1.05,1.62,2.34,2.72
1.89,2.07,2.42,2.68,3.02,3.33,3.73,3.94,4.25,4.84,4.77
0.09,0.07,0.66,0.97,1.09,1.36,2.08,2.64,3.38,4.17,3.96
0.07,0.08,0.14,0.18,0.32,0.44,0.89,1.41,2.03,2.82,3.18
3.68,3.16,3.37,3.26,3.05,3.04,3.38,3.61,3.95,4.4,4.36
3.74,3.3,3.56,3.49,3.35,3.35,3.71,3.9,4.17,4.58,4.54
0.24,0.35,0.51,0.58,0.79,0.93,1.23,1.51,1.67,2.05,2.39
2.61,2.88,3.26,3.28,3.31,3.32,3.63,3.88,4.24,4.71,4.66
0.14,0.41,1.0,1.36,1.59,1.82,2.84,3.3,4.0,4.67,4.3
0.42,0.77,1.25,1.53,1.65,1.85,2.75,3.21,3.89,4.51,4.19
2.63,2.86,2.86,2.69,2.36,2.39,2.86,3.2,3.66,4.3,4.28
3.98,4.12,4.27,4.22,4.13,4.18,4.36,4.48,4.66,4.95,4.87
0.84,1.1,1.42,1.56,1.84,2.05,2.68,3.08,3.6,4.38,4.42
0.06,0.1,0.15,0.21,0.3,0.39,0.67,1.04,1.61,2.3,2.69
0.01,0.03,0.28,0.53,0.97,1.27,1.76,2.17,2.77,3.45,3.16
1.99,1.7,1.8,1.74,1.61,1.84,2.48,2.96,3.54,4.37,4.42
0.26,0.28,0.36,0.48,0.61,0.71,0.95,1.19,1.37,1.69,2.11
0.0,0.02,0.14,0.44,0.74,1.02,1.35,1.66,2.13,2.89,2.55
2.21,1.98,2.02,2.02,2.01,2.25,2.89,3.33,3.85,4.62,4.65
0.46,0.51,0.65,0.91,1.28,1.59,2.07,2.41,2.6,2.91,3.19
0.06,0.1,0.15,0.18,0.29,0.38,0.69,1.06,1.59,2.28,2.67
4.38,4.57,4.8,4.69,4.47,4.51,4.59,4.68,4.81,5.11,5.03
4.98,4.92,4.96,4.83,4.56,4.54,4.61,4.68,4.79,5.02,4.95
1.97,1.86,1.95,2.15,2.56,2.83,3.24,3.52,3.92,4.62,4.63
4.93,4.99,5.05,4.91,4.64,4.58,4.57,4.6,4.68,4.93,4.85
0.02,0.05,0.48,0.93,1.09,1.38,2.01,2.43,2.99,3.77,3.54
0.05,0.09,0.15,0.19,0.28,0.4,0.82,1.34,1.96,2.72,3.12
3.9,3.81,3.95,3.89,3.77,3.8,4.02,4.16,4.36,4.69,4.64
2.4,2.25,2.17,2.16,2.14,2.43,3.02,3.45,3.93,4.63,4.65
0.04,0.1,0.53,0.95,1.15,1.41,2.06,2.49,3.11,3.85,3.63
0.06,0.08,0.11,0.14,0.25,0.35,0.82,1.39,2.0,2.78,3.14
3.35,3.84,4.11,4.09,4.05,4.14,4.31,4.44,4.63,4.94,4.88
0.21,0.63,1.21,1.45,1.62,1.91,2.68,3.13,3.66,4.28,4.16
3.24,3.74,4.1,4.09,4.06,4.15,4.31,4.44,4.64,4.95,4.89
0.06,0.09,0.16,0.2,0.32,0.41,0.74,1.12,1.65,2.34,2.72
0.24,0.26,0.41,0.51,0.64,0.76,1.03,1.31,1.51,1.84,2.25
0.19,0.23,0.34,0.53,0.7,0.85,1.16,1.48,1.73,2.14,2.56
1.92,1.86,1.94,2.11,2.46,2.73,3.15,3.43,3.85,4.56,4.57
0.04,0.03,0.25,0.49,0.84,1.15,1.61,2.03,2.67,3.35,3.06
0.29,0.29,0.47,0.64,0.87,1.04,1.39,1.7,1.91,2.28,2.69
0.29,0.31,0.45,0.47,0.85,1.07,1.45,1.76,2.01,2.41,2.79
0.26,0.32,0.44,0.52,0.68,0.85,1.14,1.4,1.59,1.9,2.3
0.27,0.3,0.44,0.62,0.84,1.0,1.34,1.66,1.88,2.26,2.68
0.09,0.1,0.14,0.18,0.25,0.33,0.67,1.12,1.7,2.44,2.84
0.01,0.02,0.26,0.61,0.82,1.02,1.51,1.93,2.55,3.35,3.06
0.12,0.1,0.15,0.18,0.29,0.41,0.79,1.26,1.86,2.63,3.02
3.12,3.67,4.08,4.1,4.15,4.19,4.34,4.46,4.63,5.01,4.96
3.3,3.71,4.07,4.03,3.95,4.02,4.22,4.37,4.58,4.89,4.84
0.09,0.11,0.14,0.18,0.25,0.33,0.64,1.09,1.67,2.42,2.81
1.8,1.87,2.1,2.26,2.47,2.78,3.23,3.53,3.95,4.55,4.51
0.1,0.11,0.15,0.19,0.27,0.36,0.71,1.12,1.65,2.37,2.74
1.73,1.75,1.97,2.26,2.54,2.83,3.28,3.6,4.04,4.67,4.63
0.21,0.22,0.34,0.54,0.74,0.9,1.22,1.54,1.79,2.18,2.61
5.24,5.17,5.17,5.1,4.95,4.85,4.81,4.81,4.82,5.02,4.9
0.06,0.09,0.11,0.15,0.27,0.35,0.82,1.39,2.01,2.78,3.14
0.05,0.03,0.52,0.87,1.0,1.2,1.94,2.43,3.1,3.87,3.64
0.07,0.08,0.13,0.18,0.3,0.43,0.89,1.44,2.03,2.8,3.15
0.15,0.1,0.15,0.18,0.25,0.33,0.63,1.03,1.59,2.31,2.73
0.13,0.83,1.25,1.34,1.64,1.9,2.83,3.3,3.98,4.66,4.32
0.05,0.09,0.15,0.18,0.33,0.47,0.92,1.43,2.04,2.82,3.17
1.29,1.33,1.5,1.56,1.67,1.8,2.51,2.91,3.47,4.32,4.33
0.02,0.04,0.07,0.12,0.24,0.39,0.92,1.49,2.08,2.82,3.15
4.7,4.73,4.96,4.98,5.01,5.03,5.07,5.1,5.14,5.32,5.24
4.24,4.24,4.32,4.31,4.3,4.31,4.42,4.5,4.63,4.95,4.88
0.24,0.37,0.51,0.64,0.81,0.98,1.26,1.57,1.81,2.22,2.56
0.27,0.35,0.48,0.69,0.87,1.03,1.3,1.58,1.77,2.17,2.5
0.26,0.33,0.46,0.66,0.83,0.99,1.26,1.55,1.73,2.14,2.46
0.13,0.31,0.83,1.2,1.33,1.71,2.56,3.11,3.83,4.57,4.25
0.26,0.35,0.5,0.57,0.78,0.91,1.19,1.46,1.61,1.98,2.32
2.19,2.17,2.13,2.08,1.99,2.21,2.79,3.21,3.74,4.5,4.51
4.99,5.13,5.17,5.09,4.93,4.85,4.81,4.81,4.81,5.0,4.91
4.81,5.05,5.09,4.98,4.76,4.68,4.65,4.65,4.65,4.84,4.74
0.45,0.52,0.65,0.9,1.24,1.55,2.03,2.35,2.54,2.85,3.12
0.1,0.1,0.13,0.19,0.28,0.37,0.72,1.14,1.68,2.41,2.79
0.04,0.08,0.13,0.18,0.25,0.35,0.68,1.01,1.53,2.17,2.56
0.13,0.09,0.15,0.18,0.27,0.36,0.7,1.15,1.75,2.51,2.91
0.08,0.09,0.14,0.18,0.3,0.43,0.89,1.41,2.05,2.82,3.18
4.51,4.65,4.93,4.98,5.1,5.13,5.16,5.19,5.23,5.39,5.3
0.2,0.34,0.51,0.66,0.86,1.0,1.31,1.62,1.84,2.25,2.58
0.24,0.31,0.43,0.55,0.75,0.87,1.15,1.4,1.57,1.89,2.28
0.05,0.1,0.14,0.16,0.24,0.33,0.65,1.05,1.59,2.29,2.65
0.25,0.26,0.37,0.53,0.74,0.87,1.2,1.51,1.73,2.15,2.58
0.01,0.01,0.05,0.11,0.26,0.38,0.85,1.39,1.98,2.7,3.02
0.06,0.12,0.81,1.08,1.22,1.53,2.32,2.92,3.68,4.42,4.2
3.81,4.06,4.27,4.23,4.15,4.21,4.37,4.49,4.65,4.93,4.86
4.68,4.97,5.05,5.03,4.97,5.0,5.07,5.11,5.16,5.32,5.25
0.14,0.1,0.15,0.17,0.27,0.36,0.68,1.09,1.66,2.39,2.8
3.64,3.23,3.39,3.28,3.07,3.1,3.42,3.67,4.01,4.46,4.43
3.85,4.01,4.22,4.16,4.05,4.07,4.18,4.3,4.47,4.77,4.72
3.92,3.94,4.02,3.93,3.74,3.78,4.01,4.15,4.37,4.7,4.66
0.07,0.09,0.15,0.21,0.37,0.57,1.13,1.7,2.31,3.08,3.41
1.74,1.71,1.9,2.06,2.25,2.54,3.0,3.34,3.79,4.46,4.43
0.3,0.44,0.61,0.77,1.04,1.31,1.73,2.08,2.29,2.69,3.01
0.19,0.3,0.49,0.68,0.87,1.04,1.33,1.64,1.85,2.26,2.6
5.23,5.17,5.15,5.05,4.83,4.73,4.68,4.68,4.69,4.9,4.79
5.1,5.05,5.1,4.98,4.75,4.68,4.67,4.69,4.76,5.0,4.92
0.06,0.11,0.13,0.18,0.25,0.36,0.73,1.22,1.85,2.64,3.03
0.23,0.28,0.45,0.56,0.72,0.86,1.13,1.41,1.59,1.91,2.32
0.1,0.11,0.13,0.19,0.26,0.36,0.71,1.13,1.68,2.41,2.79
0.25,0.34,0.47,0.66,0.84,0.98,1.25,1.53,1.74,2.15,2.48
0.07,0.1,0.14,0.18,0.25,0.32,0.6,1.0,1.59,2.33,2.76
0.25,0.35,0.48,0.66,0.84,0.98,1.26,1.55,1.76,2.17,2.5
0.07,0.09,0.14,0.18,0.33,0.5,1.04,1.59,2.2,2.96,3.29
0.2,0.29,0.45,0.59,0.77,0.88,1.14,1.42,1.6,1.99,2.32
0.16,0.1,0.14,0.19,0.29,0.37,0.7,1.12,1.7,2.42,2.83
0.22,0.34,0.49,0.66,0.86,1.0,1.29,1.56,1.77,2.17,2.5
3.63,3.96,4.16,4.1,3.98,4.01,4.2,4.34,4.54,4.83,4.77
1.94,1.85,1.99,2.17,2.51,2.82,3.28,3.56,3.98,4.69,4.68
1.73,1.86,2.05,2.18,2.45,2.73,3.16,3.47,3.91,4.58,4.55
0.18,0.23,0.45,0.63,0.78,0.94,1.29,1.59,1.81,2.2,2.6
0.27,0.34,0.49,0.68,0.87,1.03,1.37,1.66,1.84,2.23,2.64
3.15,3.17,3.05,2.87,2.53,2.55,3.0,3.3,3.72,4.3,4.28
1.73,1.85,1.99,2.12,2.4,2.67,3.11,3.42,3.84,4.5,4.47
0.13,0.32,0.83,1.17,1.28,1.63,2.46,3.01,3.75,4.52,4.19
0.71,0.92,1.32,1.4,1.58,1.74,2.42,2.88,3.48,4.3,4.35
0.16,0.3,0.48,0.6,0.79,0.92,1.22,1.52,1.7,2.1,2.45
0.07,0.09,0.15,0.19,0.27,0.39,0.84,1.35,1.98,2.76,3.16
1.8,1.85,2.0,2.19,2.5,2.77,3.21,3.51,3.94,4.61,4.57
0.12,0.22,0.44,0.61,0.79,0.92,1.2,1.48,1.66,2.06,2.39
5.25,5.15,5.11,4.95,4.63,4.54,4.5,4.51,4.56,4.78,4.68
4.88,5.02,5.1,5.0,4.8,4.81,4.86,4.9,4.97,5.15,5.07
0.27,0.32,0.46,0.56,0.72,0.85,1.16,1.47,1.71,2.14,2.58
0.07,0.09,0.13,0.2,0.28,0.4,0.74,1.15,1.73,2.41,2.81
0.9,1.19,1.4,1.52,1.76,1.94,2.57,2.97,3.49,4.28,4.3
0.04,0.07,0.12,0.17,0.27,0.4,0.84,1.37,1.98,2.74,3.12
1.22,1.38,1.51,1.55,1.62,1.79,2.46,2.88,3.45,4.3,4.3
0.09,0.11,0.15,0.19,0.28,0.38,0.7,1.13,1.72,2.47,2.88
0.07,0.1,0.15,0.19,0.29,0.37,0.73,1.2,1.78,2.53,2.95
0.19,0.23,0.38,0.56,0.84,1.01,1.37,1.67,1.89,2.3,2.7
0.02,0.06,0.11,0.14,0.27,0.34,0.7,1.15,1.74,2.49,2.9
0.27,0.29,0.48,0.68,0.88,1.04,1.34,1.64,1.83,2.22,2.63
5.23,5.19,5.18,5.05,4.77,4.67,4.62,4.62,4.63,4.84,4.73
4.62,4.66,4.94,4.98,5.08,5.1,5.13,5.16,5.2,5.36,5.28
0.13,0.11,0.15,0.18,0.3,0.41,0.78,1.24,1.83,2.6,2.98
0.28,0.32,0.44,0.56,0.73,0.86,1.15,1.41,1.59,1.91,2.3
5.26,5.19,5.17,5.07,4.87,4.77,4.72,4.72,4.73,4.94,4.83
0.07,0.1,0.15,0.21,0.31,0.42,0.75,1.12,1.66,2.34,2.71
0.32,0.47,0.62,0.76,1.0,1.28,1.68,2.03,2.22,2.61,2.92
0.23,0.68,1.07,1.28,1.65,1.88,2.7,3.15,3.72,4.31,4.09
0.04,0.08,0.13,0.18,0.29,0.4,0.86,1.38,1.99,2.75,3.12
0.1,0.11,0.13,0.19,0.26,0.37,0.71,1.16,1.71,2.44,2.82
0.08,0.09,0.15,0.18,0.27,0.36,0.77,1.26,1.88,2.63,3.03
0.03,0.11,0.14,0.18,0.27,0.35,0.68,1.12,1.74,2.53,2.91
0.25,0.33,0.45,0.59,0.8,0.92,1.2,1.47,1.6,1.95,2.28
4.98,5.13,5.18,5.09,4.91,4.82,4.77,4.76,4.76,4.94,4.84
0.27,0.29,0.43,0.56,0.71,0.82,1.1,1.36,1.51,1.85,2.23
4.28,4.29,4.42,4.3,4.08,4.09,4.2,4.32,4.51,4.84,4.79
3.78,3.4,3.57,3.49,3.33,3.3,3.68,3.88,4.15,4.56,4.52
0.34,0.49,0.61,0.78,1.07,1.35,1.77,2.12,2.31,2.69,3.0
0.48,0.51,0.65,0.91,1.29,1.61,2.1,2.42,2.6,2.89,3.16
0.17,0.25,0.4,0.57,0.85,1.01,1.38,1.69,1.91,2.32,2.72
0.07,0.06,0.13,0.16,0.24,0.32,0.62,1.01,1.58,2.31,2.73
0.28,0.43,0.56,0.71,0.87,1.04,1.34,1.65,1.88,2.29,2.63
4.74,4.9,5.03,4.93,4.71,4.62,4.59,4.61,4.68,4.91,4.84
0.1,0.1,0.14,0.18,0.3,0.41,0.84,1.36,1.94,2.71,3.07
0.22,0.22,0.46,0.6,0.91,1.15,1.51,1.85,2.08,2.47,2.85
0.03,0.04,0.07,0.12,0.26,0.39,0.93,1.51,2.09,2.82,3.15
3.34,3.79,4.06,4.04,4.0,4.09,4.26,4.41,4.63,4.94,4.89
4.8,4.8,4.97,4.99,5.03,5.03,5.05,5.07,5.11,5.29,5.2
4.94,5.09,5.13,5.02,4.81,4.72,4.68,4.68,4.69,4.87,4.77
0.1,0.11,0.14,0.18,0.27,0.34,0.68,1.12,1.68,2.41,2.8
0.12,0.11,0.15,0.18,0.27,0.34,0.67,1.09,1.69,2.44,2.83
0.28,0.33,0.48,0.64,0.82,0.95,1.22,1.51,1.69,2.08,2.4
0.12,0.1,0.14,0.17,0.27,0.35,0.66,1.08,1.63,2.36,2.75
1.83,1.8,1.97,2.11,2.32,2.61,3.07,3.39,3.83,4.5,4.47
0.28,0.31,0.47,0.66,0.87,1.05,1.41,1.72,1.94,2.32,2.73
0.42,0.51,0.65,0.87,1.22,1.54,2.04,2.36,2.55,2.86,3.12
0.07,0.08,0.1,0.14,0.23,0.31,0.71,1.25,1.86,2.64,3.01
0.27,0.31,0.43,0.58,0.78,0.92,1.25,1.54,1.74,2.12,2.55
0.24,0.29,0.43,0.52,0.7,0.9,1.25,1.6,1.87,2.29,2.7
3.21,3.76,4.09,4.03,3.93,3.98,4.17,4.31,4.52,4.84,4.78
0.05,0.09,0.14,0.18,0.34,0.51,1.05,1.6,2.21,2.97,3.31
0.5,0.51,0.66,0.89,1.28,1.58,2.07,2.37,2.57,2.88,3.14
0.33,0.89,1.43,1.6,1.57,1.8,2.64,3.09,3.76,4.44,4.11
0.0,0.01,0.1,0.15,0.27,0.36,0.72,1.15,1.73,2.47,2.88
0.08,0.1,0.16,0.2,0.32,0.4,0.74,1.16,1.7,2.39,2.8
0.16,0.4,0.9,1.22,1.36,1.64,2.5,2.99,3.73,4.49,4.13
0.07,0.1,0.15,0.2,0.27,0.38,0.82,1.33,1.95,2.73,3.12
0.01,0.02,0.05,0.11,0.24,0.37,0.86,1.41,2.0,2.71,3.04
0.27,0.33,0.46,0.54,0.72,0.91,1.27,1.61,1.88,2.3,2.7
0.07,0.09,0.15,0.18,0.27,0.36,0.77,1.26,1.87,2.63,3.03
3.42,3.27,3.64,3.57,3.42,3.44,3.77,3.96,4.23,4.64,4.61
3.86,3.41,3.7,3.65,3.57,3.53,3.86,4.03,4.28,4.65,4.61
4.99,5.13,5.18,5.11,4.98,4.9,4.86,4.86,4.88,5.07,4.98
3.22,3.2,3.22,3.06,2.74,2.75,3.18,3.47,3.88,4.4,4.36
5.2,5.08,5.09,4.91,4.58,4.51,4.5,4.53,4.62,4.89,4.81
0.27,0.33,0.47,0.6,0.78,0.91,1.18,1.44,1.57,1.9,2.23
3.04,3.32,3.58,3.49,3.31,3.32,3.72,3.96,4.3,4.73,4.68
5.22,5.1,5.13,4.98,4.66,4.58,4.55,4.55,4.59,4.81,4.72
0.2,0.29,0.49,0.6,0.74,0.87,1.2,1.51,1.71,2.13,2.48
1.37,1.49,1.84,2.02,2.23,2.45,2.97,3.32,3.74,4.36,4.32
0.26,0.37,0.49,0.68,0.87,0.99,1.31,1.6,1.79,2.19,2.51
5.05,5.02,5.08,4.97,4.77,4.76,4.82,4.87,4.94,5.13,5.05
0.22,0.33,0.43,0.47,0.76,0.97,1.33,1.67,1.94,2.36,2.75
4.03,4.07,4.2,4.1,3.9,3.92,4.03,4.17,4.38,4.73,4.7
4.6,4.4,4.48,4.36,4.13,4.14,4.25,4.36,4.53,4.9,4.86
0.16,0.22,0.35,0.52,0.75,0.9,1.24,1.54,1.78,2.17,2.58
3.69,3.84,4.21,4.17,4.08,4.14,4.21,4.33,4.51,4.87,4.83
0.1,0.12,0.76,1.05,1.15,1.44,2.22,2.79,3.53,4.32,4.14
0.07,0.34,1.07,1.22,1.82,2.06,3.01,3.48,4.08,4.57,4.27
0.28,0.32,0.44,0.54,0.7,0.82,1.11,1.38,1.57,1.9,2.29
0.17,0.22,0.39,0.56,0.78,0.93,1.28,1.6,1.84,2.27,2.68
0.08,0.08,0.14,0.19,0.35,0.53,1.05,1.62,2.25,3.02,3.37
0.04,0.06,0.42,0.77,0.9,1.12,1.65,2.08,2.68,3.47,3.18
0.23,0.33,0.49,0.62,0.78,0.91,1.22,1.52,1.74,2.19,2.61
2.85,3.17,3.43,3.37,3.24,3.23,3.64,3.88,4.21,4.66,4.61
4.94,4.85,4.91,4.76,4.46,4.45,4.52,4.59,4.71,4.96,4.87
0.23,0.3,0.45,0.55,0.74,0.91,1.25,1.58,1.86,2.27,2.68
0.34,0.49,0.62,0.81,1.12,1.41,1.83,2.18,2.36,2.71,3.01
2.44,3.0,3.38,3.31,3.19,3.2,3.58,3.84,4.18,4.62,4.58
0.07,0.1,0.14,0.17,0.22,0.28,0.57,0.93,1.47,2.15,2.52
2.34,2.2,2.13,2.13,2.13,2.39,2.98,3.41,3.91,4.65,4.67
4.7,4.81,4.86,4.74,4.49,4.51,4.58,4.66,4.79,5.1,5.02
0.41,0.54,0.64,0.85,1.15,1.43,1.89,2.26,2.47,2.87,3.16
0.2,0.29,0.4,0.5,0.67,0.78,1.06,1.33,1.51,1.84,2.24
0.07,0.09,0.15,0.2,0.27,0.37,0.63,0.98,1.53,2.22,2.6
0.28,0.33,0.46,0.55,0.75,0.9,1.21,1.52,1.75,2.16,2.61
0.05,0.09,0.14,0.16,0.25,0.34,0.64,1.05,1.66,2.43,2.83
0.21,0.22,0.37,0.55,0.77,0.92,1.26,1.57,1.8,2.18,2.61
0.2,0.2,0.46,0.66,0.96,1.22,1.61,1.94,2.16,2.56,2.92
1.73,1.39,1.61,1.59,1.53,1.77,2.5,3.0,3.62,4.52,4.57
4.73,4.95,5.04,4.99,4.89,4.9,4.98,5.02,5.09,5.26,5.18
0.06,0.08,0.15,0.2,0.27,0.37,0.64,1.01,1.57,2.28,2.66
4.79,5.07,5.11,5.0,4.8,4.71,4.68,4.68,4.68,4.87,4.79
0.07,0.1,0.15,0.21,0.39,0.6,1.2,1.77,2.39,3.14,3.48
2.78,3.07,3.39,3.34,3.24,3.25,3.57,3.83,4.2,4.67,4.62
5.24,5.05,5.08,4.89,4.51,4.44,4.43,4.45,4.53,4.78,4.7
1.55,1.68,1.89,2.27,2.52,2.81,3.25,3.56,3.99,4.63,4.59
4.02,4.01,4.21,4.19,4.15,4.16,4.25,4.36,4.54,4.87,4.83
1.96,1.85,2.0,2.14,2.45,2.75,3.21,3.5,3.92,4.64,4.63
1.97,1.86,1.9,2.05,2.34,2.58,3.02,3.35,3.78,4.52,4.53
1.82,1.82,2.05,2.21,2.41,2.71,3.11,3.42,3.85,4.47,4.42
4.97,5.12,5.16,5.07,4.89,4.8,4.75,4.75,4.75,4.94,4.85
0.24,0.38,0.52,0.64,0.81,0.98,1.26,1.58,1.82,2.25,2.6
5.24,5.16,5.12,4.96,4.65,4.55,4.52,4.53,4.56,4.78,4.68
2.37,2.28,2.14,2.11,2.06,2.31,2.93,3.37,3.89,4.63,4.66
0.19,0.25,0.39,0.53,0.72,0.82,1.09,1.35,1.52,1.83,2.23
0.26,0.31,0.46,0.63,0.87,1.05,1.38,1.7,1.92,2.31,2.72
5.06,5.15,5.16,5.08,4.92,4.84,4.8,4.8,4.81,5.0,4.91
0.08,0.11,0.15,0.18,0.23,0.31,0.58,0.94,1.45,2.13,2.49
0.29,0.33,0.44,0.55,0.71,0.84,1.13,1.4,1.57,1.9,2.29
0.11,0.1,0.14,0.18,0.3,0.41,0.77,1.21,1.79,2.55,2.94
0.2,0.2,0.49,0.68,1.04,1.32,1.73,2.06,2.25,2.67,3.01
0.24,0.27,0.41,0.55,0.74,0.85,1.15,1.42,1.62,2.0,2.43
0.19,0.22,0.37,0.53,0.74,0.87,1.22,1.52,1.76,2.14,2.56
0.02,0.03,0.07,0.11,0.24,0.35,0.82,1.34,1.92,2.63,2.96
0.14,0.27,0.44,0.6,0.75,0.87,1.13,1.41,1.57,1.96,2.29
0.26,0.33,0.46,0.67,0.89,1.05,1.38,1.65,1.85,2.24,2.63
2.66,2.91,3.33,3.26,3.12,3.13,3.46,3.71,4.06,4.52,4.47
4.8,4.81,4.9,4.86,4.78,4.71,4.68,4.69,4.76,4.99,4.91
0.05,0.09,0.14,0.17,0.25,0.31,0.62,1.04,1.64,2.41,2.81
1.64,1.96,2.07,2.11,2.17,2.27,2.82,3.19,3.67,4.35,4.35
1.49,1.87,2.23,2.49,2.88,3.17,3.57,3.81,4.16,4.76,4.71
0.19,0.28,0.43,0.6,0.8,0.94,1.25,1.53,1.73,2.12,2.55
0.06,0.09,0.14,0.16,0.25,0.33,0.64,1.04,1.61,2.34,2.76
1.53,1.64,1.92,2.26,2.56,2.85,3.3,3.62,4.06,4.71,4.68
0.26,0.33,0.47,0.61,0.8,0.92,1.19,1.45,1.58,1.9,2.23
1.59,1.66,1.89,2.06,2.23,2.43,2.9,3.21,3.62,4.24,4.2
0.07,0.08,0.14,0.19,0.35,0.5,1.01,1.56,2.19,2.97,3.32
0.08,0.08,0.15,0.21,0.37,0.56,1.11,1.67,2.29,3.08,3.41
1.16,1.11,1.31,1.32,1.35,1.52,2.23,2.71,3.34,4.24,4.29
0.06,0.15,0.9,1.14,1.22,1.53,2.33,2.94,3.72,4.43,4.22
1.64,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.39,4.36
2.01,1.66,1.76,1.72,1.65,1.86,2.53,3.02,3.63,4.46,4.52
0.12,0.46,0.94,1.34,1.56,1.8,2.8,3.29,4.01,4.74,4.35
0.29,0.34,0.52,0.71,0.98,1.16,1.5,1.78,1.97,2.33,2.73
5.01,5.14,5.16,5.08,4.94,4.87,4.82,4.82,4.83,5.02,4.93
