t,r_t
251,0.06503512561643232
252,0.0650009163811255
253,0.06491456857931337
254,0.06489733928918451
255,0.06490707309319836
256,0.06493018229004764
257,0.06494761460812368
258,0.06486882024836522
259,0.06484983620038096
260,0.06484857373145156
261,0.06484365111744317
262,0.06480702733132482
263,0.06491242066372202
264,0.06493632780649729
265,0.06502650953339882
266,0.06503247011767399
267,0.06502899508158448
268,0.0650236855425516
269,0.06496748140212585
270,0.06498138019797287
271,0.06489256163195167
272,0.06498561815138744
273,0.06497445319019379
274,0.06494692529249395
275,0.06490011788913479
276,0.06484169235003283
277,0.06482462922891204
278,0.06480623647648073
279,0.06480440154441097
280,0.0647939508488802
281,0.06481002081601653
282,0.0647556823696978
283,0.0647103965723956
284,0.06463686467770363
285,0.06461273040719276
286,0.06457489211838667
287,0.06461251698126362
288,0.06458435295094786
289,0.06449007932065302
290,0.06450014435686609
291,0.06453866688432176
292,0.06443177017696014
293,0.06449623020894371
294,0.06448236826094557
295,0.06451984243166786
296,0.06446607149367962
297,0.06448312439246462
298,0.06440338780735322
299,0.06440236601872598
300,0.0642809348630893
301,0.06426284678420924
302,0.06421825997438177
303,0.064099934778258
304,0.06415052319276324
305,0.06405918538018407
306,0.06405358624866467
307,0.06418201208041653
308,0.06417741822266593
309,0.0641492372241367
310,0.06419376942479722
311,0.06423199874914344
312,0.06426212804634474
313,0.06422922772854614
314,0.06418516510961217
315,0.06414790103453323
316,0.06411135106059934
317,0.06407796274214954
318,0.06402886671053946
319,0.06406260906494804
320,0.06404688446690403
321,0.06405491216753445
322,0.064030631955298
323,0.0639824974066687
324,0.06397791488205833
325,0.06397699955890145
326,0.06397830312313454
327,0.06396340349232443
328,0.06398847206381628
329,0.06396607609723905
330,0.06387166226138405
331,0.06395831401794924
332,0.0638848216434631
333,0.0638865573879703
334,0.06387119794476188
335,0.06383127087449142
336,0.06378387011133332
337,0.06381061730241568
338,0.06371038455088164
339,0.063694496166684
340,0.06359912187810464
341,0.06363516675202606
342,0.0636852803529063
343,0.06364774113411972
344,0.06364767801441606
345,0.06370289445905726
346,0.0637269547040737
347,0.06368485094201355
348,0.06365116506947202
349,0.06361437546023292
350,0.06364009330540103
351,0.06367488701950524
352,0.06357939988732746
353,0.06358497504577677
354,0.0635904319405016
355,0.06356551310626152
356,0.06352557957296666
357,0.06356973906737619
358,0.06353340418642422
359,0.06349531351088386
360,0.06353747753283044
361,0.06350075476198105
362,0.06345130847711067
363,0.06350602812484132
364,0.06349443572474948
365,0.06353044021938199
366,0.06349942447420909
367,0.06353488477837906
368,0.06350911787619185
369,0.06356386009953698
370,0.0635871296230834
371,0.06360472724051017
372,0.06364656025810514
373,0.06368197456744469
374,0.06359187366049512
375,0.06361109825605822
376,0.06368450090805468
377,0.06361218423614673
378,0.06365106825691846
379,0.06359122681067375
380,0.06358856752508153
381,0.06349541947530532
382,0.06344348558967916
383,0.06343183200158395
384,0.06341612756312194
385,0.06342558446058741
386,0.06343268014633452
387,0.06343929605937977
388,0.06340111856029647
389,0.0633634275915354
390,0.0633185594382858
391,0.0633883358290976
392,0.0634263923060883
393,0.06343443834980199
394,0.06342765998362282
395,0.06342813015190052
396,0.06341212422522229
397,0.06339967165187134
398,0.06335475732067943
399,0.06329769377800373
400,0.06332684284055413
401,0.06335860332781276
402,0.06332530565614826
403,0.06336257049978054
404,0.06333984003992316
405,0.06327373086800955
406,0.0632925894830973
407,0.06326509857179063
408,0.06330924095428041
409,0.06322123651230718
410,0.06315584158008505
411,0.06313957620385179
412,0.06315618210494348
413,0.06313825001683428
414,0.06312104342142263
415,0.06297758731448734
416,0.06296904485380977
417,0.06293936000305517
418,0.06291283546305983
419,0.0628988279072775
420,0.06282473092704603
421,0.06277083716637474
422,0.0628296437922787
423,0.0627362788270779
424,0.06268650454306288
425,0.06260566750060356
426,0.06259644591016686
427,0.06252261161911118
428,0.06242818231037876
429,0.062413655112559814
430,0.06238061333547166
431,0.06229130473373884
432,0.06226332732658626
433,0.06226539888862928
434,0.06228220151573364
435,0.062287969249459355
436,0.06226455871290518
437,0.06226632368551168
438,0.0622939653634074
439,0.06217898792576508
440,0.062170016959827636
441,0.06217029294022882
442,0.06222776110302908
443,0.062159490823683654
444,0.06211052977713278
445,0.062068402344252545
446,0.0620873564372827
447,0.06205968535505054
448,0.062094938467314176
449,0.06207304785833676
450,0.06206676758106528
451,0.06203150363722612
452,0.06199070641927872
453,0.061906817858367706
454,0.06183372309769744
455,0.0618436713506173
456,0.06184992331917114
457,0.06176794505331656
458,0.061753391347883144
459,0.06174795646131736
460,0.06174232879326728
461,0.06168486641115928
462,0.061640978544379436
463,0.061570640074050866
464,0.0615848274237542
465,0.0615005533737494
466,0.061442339198055
467,0.06141513416001574
468,0.06136472297748954
469,0.0614086969412666
470,0.0613971613485535
471,0.0612931102059697
472,0.06127634421195518
473,0.06123410212721644
474,0.061212574463582754
475,0.06124118207939984
476,0.06116312581178658
477,0.06112502879069858
478,0.06108170627091628
479,0.06098837464072558
480,0.060877223145188675
481,0.060846029957216316
482,0.060815118319896
483,0.06079941821166678
484,0.06076782099747842
485,0.06070831886234538
486,0.06065852729960054
487,0.06062809909782618
488,0.0606830498114357
489,0.06064293982126754
490,0.060595994429508394
491,0.060609454572823
492,0.06060467156584294
493,0.060581035634780504
494,0.060556159224543146
495,0.06048445478366914
496,0.06053008296640138
497,0.06052769102987344
498,0.06046211668903758
499,0.0604683000054436
500,0.060393020447211856
501,0.060389184174895506
502,0.060354767125111015
503,0.060331396430228716
504,0.060316961100044045
505,0.06024201776422806
506,0.060174129970207775
507,0.060142935545627656
508,0.06014099890640026
509,0.06003129556418684
510,0.06005520257649244
511,0.06010358066204778
512,0.0601026515980765
513,0.060059957649526555
514,0.0600486830541269
515,0.05999228018283152
516,0.05996916928408502
517,0.05998486833952356
518,0.059902816637646863
519,0.059803928841915474
520,0.05975777233135678
521,0.0598101254261804
522,0.05975273650579502
523,0.05974263260002574
524,0.05972586508468242
525,0.059688015480577256
526,0.059672868675653495
527,0.059670805156989984
528,0.05966712235218166
529,0.05961971744208856
530,0.05962909925110272
531,0.05957048880247871
532,0.059594330569200125
533,0.05956763025955744
534,0.05955512941565394
535,0.059478727960164
536,0.0593870944107621
537,0.05935368014269166
538,0.059333681719010524
539,0.05926149026697013
540,0.05912503693214516
541,0.059090184315846964
542,0.05908198146307662
543,0.05895596256039936
544,0.05898734162503626
545,0.058969031543663404
546,0.058878450957805056
547,0.05881628345140302
548,0.058855979501823835
549,0.0588281748667691
550,0.058825915223116455
551,0.058842448932971116
552,0.05882040926152124
553,0.05883126950474882
554,0.05882482619253758
555,0.05881455722937648
556,0.058870636667830156
557,0.05886522991365764
558,0.05882384798124024
559,0.058790847277968246
560,0.058743919095567296
561,0.05877089244032732
562,0.05872803974670202
563,0.05879252915141816
564,0.05877598484323144
565,0.058776772700111814
566,0.05879431376095792
567,0.05877464619448574
568,0.05879931180622182
569,0.05877898276978166
570,0.05881680583930396
571,0.058852416079295006
572,0.05888383152888622
573,0.058878362965612684
574,0.058911547934930523
575,0.05893882965144298
576,0.05894567046719682
577,0.05895241295217252
578,0.058983593644891856
579,0.05892857341593958
580,0.05896618156251964
581,0.05891035284144724
582,0.05894612692831642
583,0.05897762792317482
584,0.05902387228474856
585,0.058975431849305204
586,0.05898984370226792
587,0.058950275934511735
588,0.058944819359533655
589,0.0589140688454353
590,0.058957060118964344
591,0.05891697552716536
592,0.05888549159367654
593,0.05883301162961132
594,0.05878925334314856
595,0.0587596953237328
596,0.0587316578043465
597,0.05865262456002652
598,0.05866134475216946
599,0.05863703050849432
600,0.058614727576832185
601,0.0586209794266093
602,0.05862252722782182
603,0.05861112913815618
604,0.05858181783486832
605,0.05863468827667074
606,0.0586672273373863
607,0.05875225561465544
608,0.058794256644621665
609,0.05871422330838614
610,0.058717033775357655
611,0.058702648181092255
612,0.05868838200586932
613,0.05865260172988623
614,0.0585895335049402
615,0.058530313950681624
616,0.058548558630448076
617,0.058505944609295056
618,0.05856163961642612
619,0.05855063036959308
620,0.05853893440368166
621,0.0585545218185728
622,0.058609240075758164
623,0.0585777603343069
624,0.05855711475972692
625,0.05847725665882604
626,0.0584518866932409
627,0.05838956323211898
628,0.05832368895030368
629,0.05837538585870092
630,0.0583791164022575
631,0.05830280856513972
632,0.0582435577847035
633,0.05825419970539004
634,0.05825163009729744
635,0.058295671182825984
636,0.05822936883978132
637,0.0582012017742261
638,0.058192979029222505
639,0.05819713210433032
640,0.05809170627534026
641,0.0580361598818038
642,0.05798176864982412
643,0.05799888400825184
644,0.05801172584513134
645,0.05802458450546888
646,0.05801939879405246
647,0.057983565077121824
648,0.058071672839711076
649,0.05800951022787218
650,0.05801692884371884
651,0.057980577444568936
652,0.05790948696896954
653,0.0579344499390932
654,0.057901408749876156
655,0.05787467790689869
656,0.0578905172613432
657,0.0578748812272511
658,0.05788750669535768
659,0.0578692314965174
660,0.05782782640786118
661,0.057797581345691
662,0.05775668423272828
663,0.057719389930213194
664,0.057721052564207814
665,0.057718745335656726
666,0.057674889185595456
667,0.05768286854860078
668,0.057611040937466926
669,0.05759185460963582
670,0.05757891828909776
671,0.057544915722183655
672,0.05751723652127074
673,0.057468411785090975
674,0.05747092552790862
675,0.057430843543912716
676,0.057378187629221825
677,0.0573557542739903
678,0.05734373299062604
679,0.05733170739862658
680,0.05727993215899224
681,0.05725952262730626
682,0.057213260865479794
683,0.05721194603040216
684,0.05716745114440118
685,0.057191412638571644
686,0.05720592022978186
687,0.05718065511111074
688,0.0571858475540511
689,0.057146786882712054
690,0.05713505026021919
691,0.05716429024552248
692,0.05711619518739326
693,0.05710307582036332
694,0.05711743472822908
695,0.057081388313389096
696,0.05702393041120926
697,0.05702984824788496
698,0.05702982975174298
699,0.05698297029209004
700,0.05693119535044666
701,0.05693308655819894
702,0.0569168426966912
703,0.05688684634984868
704,0.05680624752931174
705,0.0567993009343416
706,0.05676271738485134
707,0.0567136291311925
708,0.05666973732852726
709,0.05670571401243904
710,0.05666254678805338
711,0.05661812285959708
712,0.056608246419985894
713,0.05659092975912162
714,0.056574693160352206
715,0.056543653930550095
716,0.05662535759806582
717,0.056638654010980706
718,0.0566196465109776
719,0.056599961276287185
720,0.05655576985456484
721,0.056546737432354645
722,0.05655834076054002
723,0.056569194037066395
724,0.0565655435808888
725,0.0565436634695676
726,0.056526550986482495
727,0.0564900357272504
728,0.0564666900007163
729,0.056445918916418286
730,0.056424939638982326
731,0.056408651738802086
732,0.0563838619213518
733,0.056379091103263154
734,0.0563384817657067
735,0.05633751390005616
736,0.056318988570424944
737,0.056232398206722295
738,0.0562374220958118
739,0.0562545486808135
740,0.0561856601096374
741,0.05618146193162886
742,0.0561933944878103
743,0.05620583394849436
744,0.05622153890391548
745,0.05627346838854266
746,0.0562506540573853
747,0.05622715154365406
748,0.05619595345952924
749,0.05625281529754388
750,0.0563085794050771
751,0.0563053665982637
752,0.05630623611103386
753,0.0563200161961382
754,0.056324127234730986
755,0.05627827429868928
756,0.05626076951400944
757,0.0562669815624082
758,0.056239445723592484
759,0.05620443025618242
760,0.056224485653423
761,0.0562431208798946
762,0.05628708373218518
763,0.05634223203599598
764,0.05628991782873922
765,0.05626052473760144
766,0.05623174681631236
767,0.05622793729396076
768,0.05624452275801872
769,0.05625747616771466
770,0.05628910314667058
771,0.05630729503299762
772,0.05634398419944452
773,0.056356790972693006
774,0.05637678883247622
775,0.05636680356452748
776,0.0563310884446743
777,0.05629497104857217
778,0.056286544651797124
779,0.05626477444991934
780,0.05628323748771504
781,0.056284145555726924
782,0.056298992113014215
783,0.056304017402678264
784,0.056294498825106655
785,0.0563122837022883
786,0.0562947779506122
787,0.05631270717579798
788,0.05635199818627134
789,0.05634612752204678
790,0.05633237295313618
791,0.05630485052416566
792,0.05628340593156616
793,0.056269763169121724
794,0.056267160080126076
795,0.05621092861984226
796,0.056181931926228196
797,0.05618975612989786
798,0.056168408903588325
799,0.05613333668261368
800,0.05614095577451298
801,0.056111267446757894
802,0.05612115334817292
803,0.05603381174814732
804,0.056003732451748674
805,0.055995586213978404
806,0.05592312234197116
807,0.05588945893427648
808,0.05586402785548708
809,0.05582143468976708
810,0.0557912414236053
811,0.05581859302282182
812,0.05582545757339566
813,0.05581851426179202
814,0.0558146941044287
815,0.05582183378982878
816,0.055865219948199596
817,0.055875851516372546
818,0.05587337520719066
819,0.05588137854106566
820,0.05585926161173106
821,0.05585047107827182
822,0.05584722350427396
823,0.05583098824412588
824,0.05582604891780156
825,0.05577554068811202
826,0.055723637347670156
827,0.05569641511443658
828,0.0557178355450116
829,0.05568957580983424
830,0.0557308863932622
831,0.0557120905552368
832,0.05569664587359452
833,0.05565256038391332
834,0.05560798984350602
835,0.05561383465459056
836,0.05559426599388906
837,0.05553841258846892
838,0.05554664391341896
839,0.055500855118319405
840,0.0554305669383001
841,0.05540436010977548
842,0.05538649156190656
843,0.055344399204166575
844,0.05527706030915726
845,0.055210190593038354
846,0.05518402090722336
847,0.05512538103808322
848,0.0550862784005715
849,0.055136870498970585
850,0.05511039511908414
851,0.05499960342479462
852,0.054980591872568096
853,0.05496532692454362
854,0.05499062906428878
855,0.054946637798398944
856,0.05492430794946532
857,0.05493448788452882
858,0.0549564790490965
859,0.05493200869005436
860,0.05484364155418087
861,0.054813516115380045
862,0.05475213681551472
863,0.054693176843007625
864,0.05459269906774452
865,0.054518885953276
866,0.05451429084478656
867,0.054427616946938595
868,0.05440972788891468
869,0.05435922537615796
870,0.05430815990443842
871,0.054236359540156216
872,0.054192002388685136
873,0.054159642382335116
874,0.05417871783535294
875,0.0540893367768371
876,0.05405508173812362
877,0.05401651136642165
878,0.05397055720489174
879,0.053973560466076625
880,0.05391119701436068
881,0.05386855130974622
882,0.053836993709882625
883,0.0538619700587638
884,0.05381507052526414
885,0.053792308604797875
886,0.05371794683402646
887,0.053688842382667766
888,0.05362775821870022
889,0.05365244638816678
890,0.053584283808761124
891,0.05356259511982196
892,0.053502418831365695
893,0.05349441183891186
894,0.05342893019797686
895,0.05341715272851448
896,0.053369724991981136
897,0.05327208292268548
898,0.05321044889848902
899,0.05314963186969
900,0.05307327853127604
901,0.0530446894370554
902,0.05299890547997916
903,0.05292676829434192
904,0.052915172264304394
905,0.05289625998126786
906,0.052880276408596126
907,0.052839301113934
908,0.052797791187708644
909,0.05272931447078266
910,0.05265428887176174
911,0.05269015436918724
912,0.052674347532657595
913,0.052612688930914184
914,0.052599389622722204
915,0.0525228471121994
916,0.05248348003468194
917,0.052468349701404744
918,0.05251881044804132
919,0.052477780145296235
920,0.0524441180675124
921,0.052437825922459345
922,0.05241036822367336
923,0.05232758665025388
924,0.05227892978492422
925,0.05225119804250482
926,0.05223312824693702
927,0.05222940965630044
928,0.052236801848054244
929,0.052132593347748564
930,0.052066486284163355
931,0.05197013987439632
932,0.05189716845782886
933,0.05186249453407564
934,0.05179309960431762
935,0.051759369932205444
936,0.05168406832214458
937,0.05163780716672198
938,0.051605437266662564
939,0.05155839078355546
940,0.05155166580871924
941,0.05151201870017978
942,0.05144555779150092
943,0.051406229477708544
944,0.05133739001774258
945,0.0512489806411785
946,0.05116015634727442
947,0.05107122209125726
948,0.051009423622687594
949,0.05095180420446492
950,0.05089206942309492
951,0.05085161924201262
952,0.05078044758276626
953,0.05067901589116348
954,0.050557272434287155
955,0.05052157257782388
956,0.05045667908164766
957,0.05041350036117168
958,0.0503878823296949
959,0.05032283350292472
960,0.050197280217731656
961,0.050207046658217874
962,0.050207615834451574
963,0.0501092872898656
964,0.05009684949030268
965,0.05008327474120026
966,0.050065305058292264
967,0.05004292992005972
968,0.04997529369288774
969,0.04991097315187362
970,0.04982887532313024
971,0.049772875321632395
972,0.04976080304840003
973,0.04962946239177316
974,0.049588488052457115
975,0.04955620502035368
976,0.049542802053968486
977,0.04944096028201652
978,0.049346176115303335
979,0.049361038543177665
980,0.049269401040998
981,0.04924792352144316
982,0.04923889271218214
983,0.04920141712553916
984,0.04912815183086642
985,0.049062480943770345
986,0.04903251736294516
987,0.048986674594882734
988,0.04893689594488214
989,0.048901043128356934
990,0.0488649321941719
991,0.04882453940588814
992,0.04880267232653956
993,0.04873975461354736
994,0.04865516608765486
995,0.048574539947709675
996,0.04854648525420978
997,0.048519385205380544
998,0.0484567269170342
999,0.048428235182064745
1000,0.04838113912514742
1001,0.048342400850879944
1002,0.04832298841287682
1003,0.04829325401446144
1004,0.0482594151101247
1005,0.048255189885508996
1006,0.048210357790870434
1007,0.04819127503659848
1008,0.048136874444503056
1009,0.04814034915705314
1010,0.048090238214119556
1011,0.04811772647491542
1012,0.04801484078344576
1013,0.047999496361048014
1014,0.047959300031866485
1015,0.04788282465265708
1016,0.04784517588562226
1017,0.04780507526385001
1018,0.04781243069076992
1019,0.04781393810976674
1020,0.04782383964719812
1021,0.0477779379476121
1022,0.04772875552303638
1023,0.047643184033084
1024,0.04761425625333262
1025,0.047589367117224717
1026,0.04749274112995816
1027,0.04754604944625762
1028,0.0475124442469727
1029,0.04751722053177122
1030,0.04743924124401472
1031,0.04746181375381654
1032,0.047388048946937066
1033,0.047329921473784425
1034,0.04730731413958904
1035,0.047260214639655275
1036,0.04724854592338418
1037,0.047204112909536626
1038,0.04718210330544742
1039,0.047100258799748815
1040,0.04703106046232356
1041,0.047019860452244
1042,0.04688565313191234
1043,0.04680259493717692
1044,0.04675809302265648
1045,0.046729311448573244
1046,0.046756397021377356
1047,0.04676383831111528
1048,0.04671749260386502
1049,0.04668888091462888
1050,0.04662519905348212
1051,0.04653528894829466
1052,0.04652071599385764
1053,0.04643680504294292
1054,0.046431249075291246
1055,0.04643970965971316
1056,0.04643519026209978
1057,0.04637110055468664
1058,0.04637843517803064
1059,0.04639560380809276
1060,0.046364367752315144
1061,0.04634577335792154
1062,0.046375584966824014
1063,0.04631264249558914
1064,0.046309090588756
1065,0.04625994163417186
1066,0.04618343518094312
1067,0.04609598235694614
1068,0.0459855262563173
1069,0.04597433519920154
1070,0.045992023311949654
1071,0.04600563045324674
1072,0.04590644149524242
1073,0.04580167071265402
1074,0.045815371982720586
1075,0.045739139937674755
1076,0.04573904917825158
1077,0.045687192526857885
1078,0.04561243340344656
1079,0.04561821969214138
1080,0.045578368700349266
1081,0.04548737842677254
1082,0.045435993010627264
1083,0.0453750741990193
1084,0.04537188810322902
1085,0.04529445288507276
1086,0.04522524582599204
1087,0.04518477000274102
1088,0.045108511371790415
1089,0.04503643845268746
1090,0.045016378478323946
1091,0.04497392636769202
1092,0.044851707600386
1093,0.044839434076686155
1094,0.044808500162754616
1095,0.04477774375548978
1096,0.044719273557396265
1097,0.044735133237980576
1098,0.044678732053882
1099,0.04469146212388642
1100,0.04467864167339978
1101,0.04463847247642878
1102,0.04455073523481338
1103,0.0444977261021353
1104,0.044473507534885805
1105,0.044398987997175135
1106,0.044424359868298575
1107,0.044382094108907734
1108,0.04434793071895974
1109,0.04431551762272768
1110,0.044255292871176216
1111,0.04423926931961432
1112,0.044187860432016966
1113,0.0441123997063289
1114,0.044044744409189276
1115,0.04399723721869144
1116,0.04400882683916454
1117,0.04394365389470708
1118,0.04394314515996486
1119,0.04396595357473236
1120,0.04386110486880626
1121,0.043848330940380854
1122,0.04384165802907282
1123,0.0437716911515124
1124,0.04372553187869514
1125,0.04374083114445072
1126,0.043685711100461454
1127,0.04365775265391828
1128,0.04360718516617484
1129,0.04355025429859694
1130,0.043558784421863186
1131,0.0435540376063672
1132,0.04359846321889362
1133,0.043565493240772836
1134,0.04354203543448474
1135,0.04349951719159186
1136,0.04349014220690898
1137,0.04349415038190168
1138,0.0434257217776716
1139,0.043363471082045864
1140,0.04334892422834734
1141,0.04338137289986344
1142,0.0433584548980712
1143,0.043310603463470806
1144,0.043285537985779464
1145,0.04331791224943889
1146,0.04328437817530436
1147,0.04330521239909114
1148,0.043278835190490535
1149,0.043224444968481456
1150,0.04319259614467704
1151,0.04317895874075676
1152,0.043187353601736936
1153,0.043121675229743625
1154,0.043132550920514136
1155,0.04310022734388594
1156,0.04305506984768422
1157,0.04305825614942662
1158,0.042989800594749904
1159,0.042951379448087856
1160,0.04287209259808014
1161,0.04283476025483882
1162,0.0427857577533083
1163,0.04269545559247976
1164,0.04271250147052512
1165,0.042668619575668656
1166,0.04260521378086932
1167,0.04247729272905034
1168,0.042437124282262324
1169,0.042424072638721
1170,0.0423498213114253
1171,0.042309221522057724
1172,0.042249838631656655
1173,0.0421841954589309
1174,0.042117721553121344
1175,0.0420771866680617
1176,0.04201826931125444
1177,0.04199637992097266
1178,0.042020899288877395
1179,0.0419622454181196
1180,0.041932331772028424
1181,0.041881637207422724
1182,0.041816280263751164
1183,0.04172872859199274
1184,0.041799816278485
1185,0.04183661023007946
1186,0.0418601410592981
1187,0.04184373829110864
1188,0.041789605807883816
1189,0.04178533270204316
1190,0.04181707068343018
1191,0.04176536923521966
1192,0.04172978000968219
1193,0.04167614254451562
1194,0.04165917918856186
1195,0.0416177517612598
1196,0.041603821595607854
1197,0.04156481816522654
1198,0.04163122320475154
1199,0.04160568796634762
1200,0.041505890115980534
1201,0.04147857633822143
1202,0.041518326538030434
1203,0.04150381791540794
1204,0.0415315780346176
1205,0.041505300260325256
1206,0.04149914793344414
1207,0.04155832721101654
1208,0.04156691280502882
1209,0.0414846345059567
1210,0.041529174469135656
1211,0.04148709115850856
1212,0.04144336846062914
1213,0.041390392197785855
1214,0.041386187467665356
1215,0.04143063556888106
1216,0.041379860878077636
1217,0.04132613168753188
1218,0.041297645473011416
1219,0.041239895728645004
1220,0.041266036714396596
1221,0.04124708228651376
1222,0.0412216781584485
1223,0.041238027445107385
1224,0.04120177829286262
1225,0.04121342612493054
1226,0.04124559755174078
1227,0.04126919897090728
1228,0.0412111141520116
1229,0.0411718650688497
1230,0.04117349891886972
1231,0.04119071464458772
1232,0.04117583266098574
1233,0.041157434697714615
1234,0.04117857992540272
1235,0.041104199531113786
1236,0.0411297472441862
1237,0.04110649366278786
1238,0.04109930569651074
1239,0.04108949611396872
1240,0.0411098553096044
1241,0.04109420269089764
1242,0.04111218623496092
1243,0.041060405382141896
1244,0.0410374498753042
1245,0.041048937973648315
1246,0.04109084384467926
1247,0.041057820708882496
1248,0.04105503335163954
1249,0.041083784583660576
1250,0.04109009603803882
