3M,6M,1Y,2Y,5Y,10Y,15Y,20Y,30Y
0.25100833,0.2559755,0.25029126,0.21998276,0.36825347,1.373429,1.7684214,2.0404704,2.4221454
0.2490702,0.25486133,0.25115424,0.20966002,0.3886372,1.4066364,1.8462853,2.108005,2.4743063
0.23673266,0.2561579,0.25876912,0.2651183,0.35389668,1.3837464,1.9949197,2.1890233,2.572372
0.24027395,0.24914214,0.2507996,0.18690833,0.4482342,1.397074,1.913792,2.1470625,2.543271
0.25706807,0.28087047,0.2815659,0.22110063,0.85629404,2.4269896,2.960413,3.1364846,3.2606473
0.24992377,0.2560101,0.25193712,0.23306765,0.36667463,1.3571336,1.8059835,2.0740976,2.4535427
0.25653377,0.26270315,0.26111153,0.24819885,0.38252476,1.4354162,2.00387,2.249428,2.6102233
0.2877049,0.2992033,0.2887677,0.2875788,0.40821648,1.426956,1.9822499,2.1482775,2.460675
0.24671265,0.25844303,0.2622452,0.1899694,0.43014506,1.4449875,2.0802376,2.2830465,2.677572
0.24759252,0.28108492,0.27874723,0.24748918,1.1192696,2.673143,3.1652803,3.3209925,3.4836948
0.24944331,0.26975203,0.27198422,0.2774651,0.36875904,1.3451805,1.9393867,2.1191723,2.4579113
0.25303742,0.26412144,0.26696062,0.19786793,0.40258998,1.5367012,2.2094822,2.4140975,2.799197
0.24531993,0.25665522,0.26056713,0.18904373,0.43554258,1.4294649,2.0486276,2.253336,2.654468
0.2515228,0.2566239,0.25115332,0.2193658,0.3725825,1.3857647,1.7913653,2.060323,2.4375982
0.23683992,0.255458,0.26187208,0.22238845,0.6607614,1.7379774,2.3108578,2.5414128,2.9207585
0.24953872,0.27055287,0.2726871,0.27786237,0.35574466,1.3286026,1.9121505,2.0948493,2.4258559
0.23595068,0.25602078,0.2588118,0.2659201,0.3517896,1.3804529,1.9936594,2.1847599,2.5681837
0.2585738,0.28649727,0.28185368,0.21729094,0.8876634,2.4838789,2.9553795,3.155397,3.1832495
0.24942648,0.25401717,0.24738601,0.21544406,0.35696787,1.3589127,1.7121544,1.9980522,2.3754592
0.24782927,0.26353726,0.26456013,0.25359827,0.6472325,1.7186754,2.2903361,2.4881558,2.830968
0.25836527,0.28642526,0.28087974,0.22241473,0.89661336,2.4438665,2.9086912,3.1016402,3.1527116
0.2517759,0.2808919,0.2799196,0.23619013,1.0013268,2.5589561,3.0705347,3.2343698,3.3830035
0.23937349,0.24962781,0.2528097,0.18185017,0.4528317,1.3990476,1.9429276,2.1684096,2.5725846
0.22773421,0.23338348,0.2308784,0.16900858,0.4183107,1.367333,1.5984399,1.9536738,2.2847233
0.25079778,0.25613454,0.25100514,0.21470942,0.37543774,1.4000037,1.8085704,2.0779603,2.4462123
0.24943407,0.26420406,0.26595533,0.22713777,0.5328577,1.6353364,2.252894,2.4511943,2.8194273
0.2870873,0.30111554,0.29063526,0.2887682,0.39125213,1.396414,1.9428133,2.105012,2.391459
0.2467354,0.27427396,0.26377395,0.29504403,1.0337871,2.1643462,2.6710901,2.8678782,3.1127107
0.26697147,0.29844788,0.28391877,0.33846357,1.5173076,2.6976485,3.0746388,3.1360729,3.2041445
0.27929267,0.28805485,0.28092504,0.28251702,0.422135,1.4567895,2.0276058,2.209555,2.5820746
0.23414275,0.26224443,0.26696497,0.27826756,0.35826844,1.3169345,1.9680507,2.1145134,2.4368029
0.25975758,0.28206962,0.2741332,0.29689297,1.0092337,2.096894,2.6360679,2.7279503,2.9817603
0.24674633,0.2743054,0.26395246,0.2945674,1.0323763,2.1658654,2.673856,2.8685665,3.1153612
0.24952704,0.2728695,0.25852886,0.30938306,1.0478632,1.9971529,2.6192405,2.809489,3.0165505
0.25023767,0.26594555,0.267008,0.27536562,0.40750164,1.4311731,2.0781157,2.2486587,2.6344397
0.25231764,0.26401997,0.26688445,0.19973032,0.41845822,1.555414,2.2202034,2.4266205,2.8109622
0.25220948,0.25747296,0.2522611,0.21851188,0.3772043,1.4008448,1.8206904,2.0853794,2.4571266
0.25131604,0.25708547,0.25307608,0.2141371,0.38377893,1.4124064,1.8655995,2.1205535,2.4887989
0.22510216,0.23069711,0.22811526,0.1640292,0.41993934,1.3631365,1.5597358,1.9292047,2.2550054
0.24044833,0.2546306,0.26122347,0.16914558,0.44243994,1.4530222,2.0869367,2.3040395,2.6998045
0.24104692,0.25241116,0.25670883,0.18177663,0.45046562,1.4096714,1.9947482,2.207361,2.617333
0.27567732,0.29711407,0.28508198,0.32075986,1.262439,2.440339,2.822453,2.9570587,3.06004
0.24173771,0.26597387,0.27030736,0.27667817,0.36649907,1.3303654,1.9483117,2.1124992,2.4350839
0.2516782,0.28099486,0.2800442,0.23593599,1.0065616,2.5696452,3.0797837,3.243879,3.3903747
0.27567327,0.29132324,0.28481612,0.28460243,0.37467423,1.3686091,1.911034,2.087298,2.3989327
0.25543872,0.26562494,0.26734912,0.20558847,0.39972347,1.5299597,2.2020147,2.4001033,2.782762
0.25299338,0.25828966,0.25414738,0.2323559,0.3717134,1.3869898,1.8462728,2.10963,2.4874218
0.28747022,0.29905793,0.2887024,0.28752312,0.40746602,1.4256619,1.9804128,2.1465132,2.4591393
0.23224813,0.25372323,0.2568232,0.26451966,0.33900654,1.3585325,1.9615755,2.155151,2.5453334
0.25125778,0.28076932,0.27954832,0.2383601,1.0122442,2.5611641,3.0718017,3.2339616,3.3880067
0.24954647,0.2552535,0.25120714,0.2111431,0.38494474,1.4031284,1.8367126,2.099148,2.467723
0.22621799,0.2579009,0.2623358,0.28112727,0.36123952,1.3057916,1.9481353,2.0873818,2.4428868
0.25334328,0.25858897,0.25431076,0.22955659,0.3750533,1.3951716,1.8505147,2.1119876,2.4896386
0.24940774,0.28148577,0.28000385,0.2400372,1.0803009,2.6630774,3.1587982,3.3202496,3.4647088
0.25074998,0.26879543,0.27065304,0.27691406,0.38919747,1.3816644,1.9956567,2.1702538,2.5326774
0.24649355,0.27437723,0.26394862,0.2949909,1.04141,2.1778283,2.683731,2.878686,3.1242497
0.23820907,0.25152445,0.25830093,0.17096467,0.45061213,1.4154795,2.0287397,2.244718,2.6524236
0.25039127,0.2729327,0.26052627,0.30053285,0.9750482,1.9852662,2.5533295,2.7552183,2.984241
0.25184703,0.28092125,0.2799899,0.23582631,1.0001434,2.5596733,3.0712557,3.235378,3.3829548
0.25322735,0.27145767,0.2726101,0.27791235,0.37037316,1.3541504,1.9420027,2.127396,2.476522
0.22807056,0.2586871,0.26294956,0.28056115,0.36426377,1.3157251,1.9595186,2.1016316,2.4529302
0.24685134,0.27431196,0.26414186,0.2939089,1.0275497,2.163041,2.6731167,2.865549,3.1148653
0.2587635,0.285396,0.28083026,0.22100961,0.86304235,2.415739,2.8992019,3.0941966,3.147974
0.24354242,0.25354668,0.25608745,0.1900904,0.4456488,1.4097321,1.9804525,2.1920104,2.5984695
0.23905994,0.25490028,0.25640437,0.258647,0.36391842,1.3837255,1.9702462,2.187732,2.574361
0.25658545,0.26651335,0.2675016,0.21180049,0.40768856,1.5312417,2.1983116,2.3917685,2.771053
0.25058737,0.27291703,0.26051074,0.30055612,0.9705594,1.9714465,2.5529304,2.7500305,2.9799035
0.25145227,0.27089825,0.2565414,0.30945468,1.007953,1.9071041,2.629296,2.7329288,3.0187342
0.25252423,0.2638438,0.26685253,0.19694304,0.40610266,1.5392747,2.2104685,2.416066,2.8009677
0.2593624,0.27010053,0.2686722,0.26877677,0.49131858,1.5721761,2.2599337,2.4056745,2.7457201
0.24024881,0.254463,0.2611118,0.16887851,0.44300056,1.4515445,2.0850625,2.3022687,2.698252
0.23342648,0.26186338,0.26656264,0.27850217,0.35845983,1.3164338,1.9680793,2.1135502,2.4380357
0.24673201,0.27434844,0.26415318,0.29407498,1.031739,2.1688385,2.6780138,2.8704093,3.119285
0.25330147,0.26621735,0.2667904,0.22772123,0.5028817,1.6123931,2.2348912,2.4290311,2.7948961
0.2297237,0.258814,0.26280218,0.27971524,0.36842743,1.3286018,1.9722075,2.1166396,2.4768806
0.2800802,0.28853783,0.28116205,0.2826506,0.4244898,1.4604592,2.031477,2.2130342,2.5864627
0.25716427,0.28098276,0.28178996,0.22019143,0.8566574,2.4344049,2.9671555,3.143859,3.2648768
0.24692205,0.2802583,0.27723575,0.2538114,1.1165687,2.6215749,3.1191833,3.2696743,3.456113
0.22996353,0.2589502,0.2629188,0.27965856,0.36874193,1.3296218,1.9737662,2.1185455,2.4773288
0.24943477,0.27052563,0.27268773,0.2778601,0.35536194,1.3279206,1.911371,2.0939877,2.4245017
0.22966859,0.25871444,0.26268187,0.27970314,0.36873567,1.3294592,1.9719088,2.1166346,2.478756
0.24217509,0.26613507,0.2703626,0.27667418,0.36741787,1.3324821,1.9494625,2.1143913,2.4385662
0.24139936,0.25274405,0.25701737,0.18236971,0.4493054,1.4111847,1.9986881,2.2107365,2.6202176
0.22971141,0.25861204,0.26259166,0.27946517,0.3680506,1.3290708,1.9719458,2.1165853,2.48033
0.25320765,0.2589864,0.25475287,0.21799353,0.38024437,1.4173026,1.8830278,2.1316466,2.502402
0.2373211,0.25566804,0.25800797,0.26284054,0.35348156,1.3854094,1.9892256,2.1909695,2.576647
0.2534117,0.27258822,0.26379335,0.2854118,0.8177415,1.8662057,2.4332538,2.6224368,2.8956957
0.29053146,0.30014944,0.288839,0.28778094,0.42250815,1.4520528,2.0165026,2.1830642,2.5020165
0.2593464,0.28049174,0.27378458,0.27650243,0.87772155,1.9760033,2.5326016,2.645457,2.9106486
0.2513868,0.2722569,0.25942606,0.30314156,0.9764886,1.932296,2.5755591,2.7406936,2.9777489
0.25024906,0.26879382,0.27080452,0.27695298,0.38644972,1.375642,1.9873443,2.1622672,2.5201786
0.23730266,0.25614116,0.25866833,0.26440945,0.3536131,1.3878946,1.997992,2.1946454,2.5786014
0.28803995,0.29419717,0.28418764,0.28477603,0.44429356,1.4913387,2.0636382,2.2389219,2.6116533
0.2528354,0.2642961,0.2669311,0.2008978,0.4167152,1.5513204,2.2160504,2.4209895,2.8044887
0.24745919,0.262935,0.2640188,0.25774577,0.6744135,1.7396806,2.2972863,2.4988658,2.8378654
0.2401853,0.25430655,0.2608912,0.16970307,0.4436772,1.4468873,2.079311,2.2957146,2.6921542
0.24369657,0.2538044,0.256487,0.18994714,0.44468904,1.4115242,1.9862299,2.1974287,2.6035013
0.25755143,0.28832978,0.28057268,0.23175177,0.9836217,2.4663649,2.9018981,3.077765,3.1445978
0.24691021,0.25447556,0.2540951,0.2022331,0.42689812,1.4072925,1.9383037,2.162895,2.553649
0.24684146,0.2587268,0.26264983,0.18880755,0.42835888,1.4538381,2.0925255,2.2966046,2.6900504
0.24180555,0.26377532,0.26663825,0.27724522,0.3850067,1.3747363,2.0276134,2.182445,2.5436084
0.25833282,0.28646967,0.28078815,0.22314376,0.89968836,2.440742,2.9039936,3.096017,3.1498034
0.24727973,0.2810829,0.27863413,0.2484207,1.1276734,2.6803386,3.1711874,3.3262167,3.4903839
0.25695378,0.2911503,0.28301597,0.21753675,1.0250566,2.6521015,3.047053,3.245706,3.2351427
0.24925609,0.2691445,0.27146995,0.27718568,0.37694997,1.3561234,1.9582117,2.135521,2.4796033
0.2427396,0.25338057,0.2567036,0.1868909,0.44745994,1.4105635,1.9908718,2.2013729,2.609985
0.25514072,0.2992535,0.27984938,0.34053677,1.7306811,2.7706857,3.16508,3.141503,3.251607
0.25254062,0.26558286,0.2658625,0.2718628,0.4101954,1.4633733,2.0917764,2.2839882,2.6675534
0.24937603,0.26927915,0.27156797,0.2772371,0.37592494,1.3546886,1.9553726,2.1332512,2.4766555
0.24050908,0.24897118,0.25018477,0.18833716,0.44692996,1.3964199,1.9049541,2.1406193,2.534464
0.24669725,0.26378673,0.26519343,0.2735301,0.39845464,1.4275357,2.0652642,2.2426221,2.619123
0.2414497,0.25278753,0.2570535,0.18246311,0.44912273,1.411396,1.9991467,2.2111561,2.6205316
0.2587268,0.2854541,0.28070223,0.22224295,0.8681576,2.4105964,2.8918483,3.0854182,3.143762
0.26051098,0.26974237,0.2698653,0.27075133,0.4565224,1.5088365,2.239948,2.3844857,2.737613
0.2582267,0.28695884,0.2812215,0.2212428,0.9096867,2.4716477,2.9294076,3.123817,3.1652455
0.26142842,0.27076423,0.2708662,0.27107278,0.47788167,1.5438162,2.2523248,2.3933039,2.7562912
0.26087242,0.27030686,0.2702933,0.2708804,0.47157052,1.5324148,2.2488265,2.392217,2.7455397
0.24346252,0.25400615,0.2572294,0.1882139,0.44475687,1.4136925,1.9976029,2.207626,2.614628
0.25099418,0.26889998,0.27068844,0.27693903,0.3894801,1.382406,1.9959943,2.170982,2.5341072
0.2506544,0.25618172,0.251412,0.21363221,0.3774287,1.4062135,1.8246219,2.091081,2.4577384
0.24742346,0.2643304,0.26570672,0.27421427,0.40055877,1.4263256,2.0676556,2.2417357,2.6211903
0.25701094,0.28074083,0.28152636,0.22157459,0.85601413,2.4234364,2.9584372,3.1328511,3.2616122
0.25910255,0.27004835,0.26837137,0.2686465,0.48891822,1.5724987,2.2482562,2.40071,2.7432444
0.2482125,0.2791746,0.27601677,0.2557134,1.0543871,2.502913,3.0167732,3.1650894,3.3728418
0.25008658,0.270131,0.27217132,0.27758646,0.3675001,1.3447316,1.9366245,2.1176891,2.457255
0.25656804,0.28086218,0.28153086,0.22229637,0.87082577,2.442896,2.9747503,3.1489067,3.2764654
0.25811708,0.28727356,0.2813237,0.22100684,0.91829413,2.4844575,2.937233,3.131833,3.1696386
0.25312474,0.26596,0.2661908,0.27199456,0.41226047,1.4613163,2.092423,2.2824793,2.6675038
0.22869575,0.25693548,0.260903,0.27680108,0.35893673,1.3271707,1.9598774,2.1126094,2.4852746
0.29534715,0.3072019,0.29379553,0.29129255,0.41132015,1.430476,1.9928253,2.1507654,2.417936
0.2533735,0.2591415,0.25486523,0.21867444,0.38042092,1.4184781,1.8829274,2.1320553,2.502855
0.25838828,0.28609428,0.28020087,0.22675872,0.8975466,2.4038644,2.8692422,3.056866,3.129089
0.24580553,0.2649431,0.26700088,0.27690637,0.39657578,1.3991303,2.0513706,2.2106452,2.5863266
0.25187546,0.2572166,0.2522121,0.2187984,0.37496966,1.3988118,1.8212616,2.085558,2.4591656
0.24038444,0.25461715,0.26126972,0.1687036,0.44225115,1.4545614,2.0890539,2.306555,2.702221
0.23481143,0.24049003,0.23742867,0.18248317,0.4065503,1.3814406,1.6752068,2.001515,2.3431609
0.2468447,0.2743449,0.26430184,0.29350856,1.0268713,2.1651838,2.6762424,2.866826,3.1178236
0.24899185,0.26954296,0.27190682,0.27740932,0.36863446,1.3441817,1.9393332,2.1183717,2.4559133
0.2607853,0.2700528,0.2703088,0.271085,0.46546668,1.5193383,2.2420447,2.3839486,2.7447658
0.24063417,0.25049657,0.25315037,0.18513852,0.45003784,1.4011518,1.945301,2.1690216,2.5720053
0.2362222,0.2568961,0.25970522,0.26770455,0.35756856,1.3798448,1.9982258,2.1838298,2.5635433
0.2599454,0.27053243,0.2691977,0.26842856,0.4954379,1.5792878,2.2620664,2.408053,2.7496915
0.29077828,0.30030102,0.2889065,0.2878387,0.4233059,1.4534292,2.0184543,2.1849418,2.503669
0.22856137,0.2591507,0.26355156,0.28036618,0.36228228,1.31247,1.9597316,2.101088,2.4457788
0.24837092,0.2602649,0.26418456,0.18870741,0.418704,1.484176,2.1363144,2.342459,2.732731
0.22787161,0.2584733,0.26271054,0.28058767,0.36458766,1.3158908,1.9594342,2.1010993,2.4558277
0.22661924,0.26023877,0.26595402,0.28083783,0.34339768,1.2735063,1.9176637,2.0565212,2.363473
0.23016202,0.25896987,0.26294014,0.27947247,0.36850655,1.3298496,1.9749794,2.1196272,2.478989
0.24072812,0.2651807,0.26943526,0.27700633,0.3669896,1.332948,1.9658797,2.1248188,2.449588
0.25828105,0.2863377,0.28005722,0.22846647,0.909056,2.402245,2.8619418,3.0474634,3.124731
0.23692706,0.25551477,0.26188344,0.22275083,0.6612447,1.7382741,2.3108335,2.5411875,2.920132
0.22839901,0.2571588,0.26119033,0.2777032,0.3604043,1.3245416,1.9593202,2.109035,2.4804275
0.24904358,0.2695865,0.27193344,0.27742568,0.36831164,1.3438624,1.9386334,2.1178296,2.455302
0.26372734,0.2728795,0.27218002,0.2720986,0.510332,1.5765314,2.253939,2.3978004,2.7670698
0.24457811,0.2546921,0.25727445,0.19163671,0.44382238,1.4134114,1.9951445,2.2023392,2.6099148
0.25878343,0.26630643,0.26564664,0.22702454,0.40285966,1.4777243,2.1020534,2.300319,2.668659
0.24056324,0.2502027,0.2526321,0.18555358,0.44961876,1.4002634,1.938339,2.1641624,2.5656374
0.2577584,0.26716262,0.2677153,0.21561061,0.4045058,1.524874,2.1939805,2.3835883,2.761187
0.24777669,0.25981167,0.26388782,0.18751374,0.42098123,1.4798354,2.1296623,2.3363023,2.727137
0.2753718,0.29127103,0.2848458,0.28461656,0.3728869,1.36548,1.9071636,2.0833967,2.3933125
0.2488691,0.28171143,0.2801628,0.24043573,1.1005447,2.6941383,3.1853454,3.3466687,3.4879098
0.2568633,0.2813737,0.28245124,0.21867988,0.8759481,2.4784732,3.0065193,3.1835077,3.297083
0.23676679,0.25685433,0.2595289,0.26681554,0.3581217,1.3825333,1.998609,2.18735,2.5676322
0.24733855,0.2560696,0.25689772,0.20027803,0.43642455,1.4149517,1.9833941,2.1907618,2.5930564
0.2512562,0.2690356,0.27075118,0.2769758,0.3895439,1.3827043,1.9955148,2.1710453,2.5345838
0.24963106,0.25600392,0.2521967,0.23437461,0.36792934,1.3574682,1.8124764,2.0798116,2.4593174
0.2520397,0.26353243,0.2667882,0.19546512,0.40581843,1.5415189,2.213503,2.4207003,2.8072176
0.23745658,0.24319708,0.24026039,0.187482,0.405374,1.3854821,1.7158062,2.0272253,2.3743658
0.24274908,0.27435386,0.2578769,0.3171845,1.2172391,2.2928023,2.7307408,2.9982986,3.1601417
0.24066165,0.25550124,0.26303497,0.16325784,0.43048954,1.5001231,2.1560297,2.3804262,2.772537
0.25016794,0.2558552,0.2518245,0.21291262,0.38419747,1.4043894,1.8444458,2.1047163,2.473966
0.2529499,0.2719191,0.26047334,0.29706576,0.9106635,1.8808236,2.528624,2.6803439,2.9412959
0.2854889,0.29141906,0.28240493,0.28360203,0.44705647,1.4949719,2.0698414,2.2492964,2.6316104
0.25679463,0.28049406,0.2810695,0.22350937,0.8556444,2.4084227,2.9449892,3.1178098,3.2537293
0.25185043,0.28090653,0.27996838,0.23589379,0.99968135,2.558395,3.0701385,3.234201,3.382131
0.24999042,0.2548004,0.24854255,0.21493097,0.3636704,1.376098,1.7432398,2.0253828,2.3973987
0.2393542,0.2602973,0.25675812,0.28529254,0.86311775,1.8471631,2.4126396,2.555703,2.9211402
